OBJECTID_12,OBJECTID,PIN15,PermitNum,ISSUE_DATE,COMMENTS,DESCRIPTIO,PID,BLDB_ACTIV,TOTAL_ROOM,BLD_Cost,ESTIMATED_,ESTIMATE_1,SQFT_LAND,SQFT_FLOOR,BLD_Type,Occupancy,TYPE,PmtStatus,BLDB_ACT_1,Name
581,21684,0719-03-13-9403,22105645,1/31/2023 0:00,"Permit docs sent via box.com 2-1-23 CRW 
As of 16 December, 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting license number listed by th",SMPR: Addition No per lot MAIS,136484,ADD,6,425000,0,0,0,666,Single Family House,Single Family,RESI,Issued,Addition,X15
582,21685,0719-23-13-3364,20100105,2/7/2020 0:00,"joelmhorne@gmail.com   was sent an e-mail twice on 1/30/2020 by JKR. As of the initial review date, there are no incomplete building  permits,  current conditions or stop work orders for either this application or parcel on the LDO. John Read.  (bp picke","EXREV: INTERIOR RENOVATION WORK with new beams at load bearing walls. Convert garage to laundry, mudroom and a workout room. The workout room is not conditioned.",136489,I_ALT,1,6000,4000,13000,0,360,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,X15
583,21686,0719-03-23-0255,811396,8/28/2008 0:00,Called Chris Bean at 428-1349 on 5/20/08 and left message in voice mail.,ENCLOSE CONCRETE FLOOR PATIO - No Impervious- Ownerfts Phone #: 919-428-1349,136490,ADD,0,600,0,0,20604,144,Single Family House,Single Family,RESI,CO Issued,Addition,X15
584,21687,0719-03-22-0900,21102924,,"Inactivity prior to issuance
Completed Application pending;  Owner on app:  Keith Arrington; tylar@woodcoremodel.com ( Lic revoked 3-5-22 but not needed for this project).",SMPR   half bath and storage space converted into full bath,136494,I_ALT,0,24736,0,0,0,0,Single Family House,Single Family,RESI,Void,Interior Alterations,X15
585,21688,0719-03-22-0900,21101190,4/19/2021 0:00,"permit issued via email 4-19-21 CRW
Uploaded 3/8/21 Payment notification sent 3/8/21. BH GC state license 77701 is valid
no floodplain on GIS
e-mailed comments to: CHRIS@CKTSERVICESNC.COM CW 3/9/21 & 4/7/21",SMPR: Build 2 car garage -20ftx24ft garage is semi detached with one shared wall to a utilty closet. Entry door into garage is no connected to inside of dwelling. no MAIS lot recorded 1975,136494,OT,0,42708,6952,0,0,400,Accessory Structure,Single Family,RESI,CO Issued,Other,X15
586,21694,0719-03-22-0759,18101534,4/24/2018 0:00,lien agent pending (picked up 5/3/18),EXREV   extend shed/deck. Header and skylights; no impervious limits; no stream buffers visible on i-maps,136498,ALT,0,67909,1000,0,0,58,Single Family House,Single Family,RESI,CO Issued,Alterations,X15
587,21695,0719-03-22-0759,1210290,2/24/2012 0:00, ,ADD TWO SKYLIGHTS - ADD SLIDER - NEW PORCH ROOF - NEW SIDING. No impervious surface restrictions.,136498,ADD,0,23960,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Addition,X15
588,21696,0719-03-22-1711,1010358,2/11/2010 0:00,permit expired,BUILD GIRDER SUPPORT UNDER 1ST FLOOR IN CRAWL SPACE,136499,RP,0,9000,0,0,0,0,Single Family House,Single Family,RESI,Void,Repair,X15
589,21697,0719-03-22-1711,22101422,3/29/2022 0:00,"Permit docs sent via email 3-30-22 CRW 
Owner on app:  Stacey Snyder; johnb@advancedsr.com
//No conflicting permits. AF 3-28-2022//",SMPR - Foundation Repair,136499,RP,0,10750,0,0,0,0,Single Family House,Single Family,RESI,Issued,Repair,X15
590,21698,0719-03-22-2605,17101079,4/4/2017 0:00,"As of the initial review date, 28 March, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read.  lien form pending  - The owner listed on the application is Susan Pope.",MINOR RENOVATIONS,136500,ALT,0,56607,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,X15
591,21699,0719-03-22-2579,19101964,5/24/2019 0:00, ,"EXREV: Foundation Repair; Lot 31, Valley Brook",136501,RP,0,5325,0,0,0,0,Single Family House,Single Family,RESI,Issued,Repair,X15
592,21982,0810-22-95-0981,23100346,3/7/2023 0:00,"Permit docs sent via box.com 3-23-23 CRW 
As of 3 February, 2023, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting license number listed by th",SMPR - renovation of existing home and new bedroom/bathroom addition No MAIS,136958,ADD,0,200000,0,0,0,0,Single Family House,Single Family,RESI,Issued,Addition,U16
593,26526,0820-18-40-6335,19101153,7/16/2019 0:00,"Owner on app:  Francisco Cortes (contractor email:  albertfontenelle@yahoo.com) (picked up 7/16/19)
Phone#: 9198854182",Lot 3 SFD new; No impervious limits; St. trees: per ZO; ZO,146424,NEW,4,153200,0,0,9003.7,2106,Single Family House,Single Family,RESI,CO Issued,New,V19
594,26527,0820-40-53-7299,19102470,7/16/2019 0:00,"Owner on application:  Francisco Cortes.
Contractor on application:  Matrix Builders. (picked up 7/16/19)
Phone#: 9198854182",New Construction   Lot 2   Cortes Homes NO MAIS LIMITS 2 STREET TREES,146425,NEW,4,151200,0,0,9060,1761,Single Family House,Single Family,RESI,CO Issued,New,V19
595,26532,0820-18-40-1164,18103663,8/22/2018 0:00,"The contracting license number is valid, is the proper classification for this project and the financial limitation of the license for this application has not been exceeded as of the review date. As of the initial review date, 17 August, 2018, there are",ExRev - EXTEND BATHROOM WALL BY 12 INCHES,146438,I_ALT,0,8500,300,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,V19
596,26533,0820-18-40-1164,22104426,9/27/2022 0:00,"Permit docs sent via email 9-27-22 CRW  
As of 23 September, 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting  license number listed by",SMPR- DEMO 96 SQ FT EXISTING DECK & CONSTRUCT NEW 192 SQ.FT DECK FT ABOVE GRADE,146438,R_DECK,0,8714,0,0,0,192,Single Family House,Single Family,RESI,Issued,Residential - Decks,V19
597,26536,0729-49-33-8774,17102357,7/3/2017 0:00," An e-mail was sent 6/22/2017.   As of the initial review date, 22 June, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read.
",Renovations fire damage,146448,ALT,0,13980,4200,2500,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,V19
598,26537,0820-18-40-0102,1411848,6/19/2014 0:00,"   There is a stop work order on this property and the fee has been duly doubled. There are no other conditions on the LDO as of the initial review date, 18 June, 2014. John Read. 
Owner contact - 754-246-2634",COMPLETE 1311278 - FIRE DAMAGE REPAIR (Stop work order placed; fee doubled). Owner contact - 754-246-2634,146459,RP,0,35000,4500,5000,0,0,Single Family House,Single Family,RESI,Void,Repair,V19
599,26538,0820-18-40-0102,1311278,5/6/2013 0:00,"As of the initial review date, no stop work order or any other conditions were found on the LDO.  No owner exemption and lien waiver exemption form is incomplete. John Read.
sent owner an email 4/29/13 about owner exemption affidavit-DB - * Owner Exempt",FIRE DAMAGE REPAIR - ownerfts phone #: 919-368-1122,146459,RP,0,35000,4500,5000,0,0,Single Family House,Single Family,RESI,Void,Repair,V19
600,26539,0729-01-49-0580,1511285,4/30/2015 0:00,1+ year no activity,"BUILD AN ADDITIONAL ROOM AND BATHROOM, No Impervious",146468,ADD,0,8000,1000,400,0,392,Single Family House,Single Family,RESI,Void,Addition,V19
601,37347,0813-16-94-6990,21102752,8/16/2021 0:00,"Permit issued and sent through email- 08/16/2021-MN
As of 16 July, 2021, there are no conflicting permits, stop work orders or other conditions  on either the parcel or application in the LDO. John K. Read, Jr. PLEASE SEND CORRESPONDENCE TO DALE.W.THOMA",SMPRSunroom addition no MAIS per contemporary WPO,173432,ADD,1,23800,0,0,0,134,Single Family House,Single Family,RESI,CO Issued,Addition,K18
602,37743,0802-02-76-8837,17104776,12/11/2017 0:00,Check Egress Window AT Framing,finish off attic space to be a bedroom and bathroom,174823,I_ALT,1,11000,1500,1000,0,210,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,N14
603,37756,0802-02-86-0844,22100379,1/26/2022 0:00,"Permit issued via email 1-27-22 CRW 
Uploaded 1/23/22. BH
//No conflicting permits and GC license is good. AF 1-25-2022//",SMPR - Finish the Attic,174846,I_ALT,0,43000,0,0,0,0,Single Family House,Single Family,RESI,Issued,Interior Alterations,N14
604,37757,0802-02-86-1977,16103301,10/11/2016 0:00,Owners are Greg and Suzi Beckwith. (BP picked up 10.13.16 CD),Screened in porch; SF; No impervious limits,174852,ADD,0,12000,500,0,15694,242,Single Family House,Single Family,RESI,CO Issued,Addition,N14
605,37758,0802-02-86-1977,20105338,12/15/2020 0:00,"Permit Issued via email. 12/16/20. rlc. Uploaded 11/30/20
Payment notification sent 11/30/20
Emailed disapproval comments to beckwiga@gmail.com. AF 12-2-2020
",SMPR - Finishing 3rd story attic to create office space,174852,I_ALT,0,8000,0,0,0,0,Single Family House,Single Family,RESI,Issued,Interior Alterations,N14
606,37759,0802-02-86-3957,18104744,11/27/2018 0:00,"dfowler3455@gmail.com was sent an e-mail on 11/13/18; 11/21/18 by JKR.  As of the initial review date, 13 November , 2018,  there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. Owner on app:  Do",EXREV   screened in porch addition. No impervious limits.,174854,ADD,0,16000,1400,0,0,0,Single Family House,Single Family,RESI,Issued,Addition,N14
607,37760,0802-02-86-4805,1112281,7/29/2011 0:00, ,ADD DECK,174856,R_DECK,0,3000,0,0,14941,130,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,N14
608,37761,0802-02-86-4703,1310010,2/20/2013 0:00,Note: fee was doubled due to work taking place without a permit. - Don Moore,"Lot 14, American Village; PORCH ROOF WAS ADDED WITHOUT BUILDING PERMIT - BRING STRUCTURE UP TO CODE",174857,ADD,0,800,0,0,0,47,Single Family House,Single Family,RESI,CO Issued,Addition,N14
609,37762,0802-02-86-7917,16104914,12/22/2016 0:00,"As of the initial review date, 19 December, 2016, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. Owner on applicaiton is Paula Greer.  (bp picked up 1/4/17)",Restoration of dwelling/see structural damage.,174866,RP,0,46000,1500,400,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,N14
610,37763,0802-02-87-3188,20101642,4/17/2020 0:00,"Refund memo for 125.00 sent to Debbie C, Please see attachment-04/20/2020-MN
  Placard, permit and plans sent via e-mail by J. Read, 4/17/2020.  As of 17 April, 2020, there are no conditions or stop work orders on either the parcel or application in the",CSR   SMPR. Gas log unit replacement. See mechanical permit 20401610.  The plans are the scope of workon the application. Contact J. Read with any questions.,174870,RP,0,3000,0,0,0,0,Single Family House,Single Family,RESI,Void,Repair,N14
611,39111,0824-04-94-5782,1011738,6/25/2010 0:00,Ownerfts phone # 919-477-3265,construct 12 x 16 storage building - no impervious limits. ownerfts phone #: 477-3265,178664,OT,0,2000,0,0,17772,192,Accessory Structure,Single Family,RESI,CO Issued,Other,H21
612,39134,0834-03-04-0718,18100923,3/8/2018 0:00,"6+ Months No Activity WCB
D-plans - e-mail - 03/07/18",FOUNDATION REPAIR - INSTALL PIERS TO STABILIZE FOUNDATION,178752,RP,0,3300,0,0,0,0,Single Family House,Single Family,RESI,Void,Repair,H21
613,39135,0824-04-95-9033,1510405,3/23/2015 0:00,"Void - Contractor dismissed by owner 
Owner: Dr. Kim Harris (919) 451-6155
Contractor: Tarheel Asphalt &Seal Coating Johnny Griffith
(919) 255-8963 jperry0401@gmail.com
Tarheel A&SC removed as GC 6-20-2016 - owner to assume GC Role",KITCHEN ADDITION; no impervious limits,178770,ADD,1,25000,1500,1500,18824,246,Single Family House,Single Family,RESI,Void,Addition,H21
614,39136,0824-04-95-9033,1512317,9/25/2015 0:00,see attached letter- owner came in and changed contractor name on application and is doing the job herself -owners # is 919-451-6155 8/25/15  Lock box code sme does not work.,"2 STORY ADDITION, no impervious.  owners # is 919-451-6155",178770,ADD,0,28000,0,0,0,432,Single Family House,Single Family,RESI,CO Issued,Addition,H21
615,39137,0824-04-95-8042,1511834,6/9/2015 0:00, ,REPLACE 7 WINDOWS SIZE FOR SIZE,178771,ALT,0,5444,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,H21
616,39148,0834-03-05-3080,18103998,9/19/2018 0:00,"southtownrdu@gmail.com   was sent an e-mail on 9/10/18; 9/11/18  by JKR As of the initial review date, 10 September , 2018,  there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. contractor email",EXREV   3ftx10ft addition at rear of house. No impervious limits.,178858,ADD,0,15000,300,0,0,80,Single Family House,Single Family,RESI,CO Issued,Addition,H21
617,39157,0834-03-15-0003,20105525,2/5/2021 0:00,"permit issued via email 5-5-21 CRW
online payment notification email function not working from home- emailed contractor directly for fees-12.9.20 -db no floodplain on GIS
e-mailed comments to: nicolasdc377@gmail.com CW 12/14/20 & 1/12/21 & 1/15/21
",SMPR- STORAGE SHED no MAIS lot recorded 1975,178892,OT,0,1500,0,0,0,382,Accessory Structure,Single Family,RESI,CO Issued,Other,H21
618,39163,0834-03-04-5788,1413564,11/14/2014 0:00,"SEE 1433427 FOR PLUMBING INFO
juy  As of the initial review date, 13 November, 2014, there are no conditions or stop work orders in the LDO.  John Read.
",RECONFIGURE EXISTING SPACE TO ADD FULL BATHROOM,178960,I_ALT,0,9775,5025,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,H21
619,43561,0810-15-64-0052,1010495,3/4/2010 0:00, ,build new 12 x 15 deck,195697,R_DECK,0,3600,0,0,0,180,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,U17
620,43562,0810-15-53-7888,811659,7/22/2008 0:00,Called Amazing Spaces 510-9571 on 6/10/08 and ken said he will provide the required setbacks.,REBUILD DECK/INSTALL SUNROOM - No Impervious - Survey required at foundation.,195703,ADD,0,33538,2000,2000,6708,249,Single Family House,Single Family,RESI,CO Issued,Addition,U17
621,43563,0810-15-53-7888,812447,,"Application has been voided on 2-16-09.  Application Status letters were sent to the applicant on 12-1-08, 1-2-09 and 1-30-09 informing them that the application would be voided on 2-14-09.",12ft X 15ft 6in DECK,195703,R_DECK,0,3000,0,0,37461,186,Single Family House,Single Family,RESI,Void,Residential - Decks,U17
622,43589,0810-15-63-1577,1411070,4/21/2014 0:00,The owner listed on the application is Cynmar Designs.,LOT 20 HOPE VALLEY DOWNS; SFD; NO IMPERVIOUS LIMITS; 20ft DW; 1 STREET TREE; ZO.,195790,NEW,4,190667,4970,6638,0,3140,Single Family House,Single Family,RESI,CO Issued,New,U17
623,43595,0810-15-53-9548,1411071,4/21/2014 0:00,The owner listed on the application is Cynmar Designs.,LOT 29 HOPE VALLEY DOWNS; SFD; NO IMPERVIOUS LIMITS; 20ft DW; 2 STREET TREE; ZO.,195799,NEW,4,233790,5948,1741,0,3734,Single Family House,Single Family,RESI,CO Issued,New,U17
624,43707,0729-01-49-4217,21103304,7/6/2021 0:00,"contractorfts email on app: ncpermitting@titansolarpower.com
//Emailed disapproval comments to kjarrett@titansolarpower.com. AF 7-1-2021/***BP EMAILED TO GC 7.7.21 DB***
",SMPR: Solar,196319,ALT,0,1000,11580,0,0,0,Single Family House,Single Family,RESI,Issued,Alterations,V19
625,44868,0802-02-77-6197,20100078,,"No activity for over 9  months. No fees due. Permit voided, 10/22/2020, by J. Read, Jr.
drlwilliams@aol.com    was sent an e-mail twice on 1/23/2020 & 3 x on 2/17/20  by JKR. As of the initial review date, there are no incomplete building  permits,  cur",Deck Addition  No per lot impervious limit,200260,R_DECK,0,20000,0,0,0,240,Single Family House,Single Family,RESI,Void,Residential - Decks,N14
626,44869,0802-02-77-6197,23100256,2/17/2023 0:00,"Permit docs sent via email 2-17-23 CRW   **ELEC REMOVED 7.17.23  PER ATTACHED EMAIL DB***
Review fees sent 1/23/23. Resent 2/16/23. rlc. 
1) No conflicting permits, Owner is the Contractor < $30,000 so ok, P.E. is Active (SJC- 2/17/23)",SMPR - deck addition,200260,R_DECK,0,25000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,N14
627,44870,0802-02-77-0421,22105298,12/8/2022 0:00,"Permits and jobsites sent via box.com 12-9-22 CRW  
As of 23 November, 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting  license number",SMPR - roof-mounted solar,200266,ALT,0,9999,34496,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,N14
628,44871,0802-02-77-2431,1112304,8/3/2011 0:00,No zone. Bin 83.,6 x12 DECK ADDITION - 22 x 6 STAIR ADDITION (DECK),200268,R_DECK,0,2500,0,0,16379,72,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,N14
629,44874,0802-02-76-6726,21103902,9/8/2021 0:00,"Permit issued and sent through email- 9/09/2021-MN

This house was built  15 years ago. I just added the zone. As of 3 August, 2021, there are no conflicting building permits, stop work orders or other conditions on either the parcel or application in",SMPR: Screened porch addition. Easement.,200280,ADD,0,36902,0,0,0,280,Single Family House,Single Family,RESI,CO Issued,Addition,N14
630,44875,0802-02-76-6699,23101733,,"
//No conflicting permits. Sent comments to aaconstruction20@gmail.com. AF 4-26-2023//",SMPR - Deck Replacement,200281,R_DECK,0,28000,0,0,0,0,Single Family House,Single Family,RESI,Disapproved,Residential - Decks,N14
631,44876,0802-02-76-6699,23102924,,Email is being sent from contractor to verify request- will attach once received- Void due to being a duplicate submittal- verified the information with th e contractor-07/07/2023-MN,SMPR- DEMO EXISTING DECK & REBUILD DECK WITH OUTDOOR KITCHEN,200281,R_DECK,0,0,0,0,0,0,Single Family House,Single Family,RESI,Void,Residential - Decks,N14
632,44877,0802-02-67-9632,17101202,4/7/2017 0:00,"As of the initial review date, 6 April, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read.  Owner on app:  Joseph Tracy: 919-810-7005",Foundation Repair,200283,RP,0,4500,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,N14
633,44878,0802-02-77-1632,21100402,2/8/2021 0:00,"***PLANS EMAILED TO GC 2.10.21 **  Zone added by J. Read.       As of 28 January, 2021, there are no conflicting permits, conditions or stop work orders on either the parcel or application in the LDO. The North Carolina contracting license, number   7928",SMPR   remove and rebuild existing deck; build new screen porch,200285,ADD,0,44191,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Addition,N14
634,46168,0810-15-54-9181,17103200,8/16/2017 0:00, ,Add 62.5 sq. ft. in attic space for closet & renovate existing bathroom. Please ensure the required emergency egress windo is  in place.,204007,ALT,0,25000,2350,450,0,62.5,Single Family House,Single Family,RESI,Issued,Alterations,U17
635,46173,0810-15-54-9267,1010272,2/8/2010 0:00,Cluster subdivision withreduced setbacks.,screened porch; mia 3713 - proposed impervious total 2501,204014,ADD,0,10000,230,0,7329,257,Single Family House,Single Family,RESI,CO Issued,Addition,U17
636,46887,0810-15-64-2111,811175,,"Application has been voided on 10-24-08.  Application Status Letters were sent to the applicant on 8-1-08, 8-29-08 and 10-1-08 informing them that the application would be voided on 10-23-08.",Forest Brook subdiv; SFD cluster dev.; 3713 sfmi (2545 proposed); 4 street trees; 20ft driveway,205734,NEW,7,176050,56051,22251,5813,2852,Single Family House,Single Family,RESI,Void,New,U17
637,46888,0810-15-64-2111,1010150,1/25/2010 0:00,"Replace BP 0912326. Note: Mechanical signed off AO on prior permit, 2/15/10. (This permit has been paid for by former contractor)-MH -",CHANGE OF CONTRACTOR; Re #0912326. SFD; Cluster subdivision withreduced setbacks; 3713 sfmi (2545 proposed); 4 street trees; 20ft driveway; easements; tree save area,205734,NEW,8,198884,0,0,5813,2679,Single Family House,Single Family,RESI,CO Issued,New,U17
638,46889,0810-15-64-2111,912326,9/30/2009 0:00,"PERMIT VOIDED and replaced by permit no. 1010150.  
OWNER ON APPL. IS DDW INC. - DEBITED REINSPECTION FEES FROM 11/25/09 AND 12/1/09 TO MINP 114090 - 1/15/10 - SM",SFD; Cluster subdivision withreduced setbacks; 3713 sfmi (2545 proposed); 4 street trees; 20ft driveway; easements; tree save area,205734,NEW,8,176814,0,0,5813,2679,Single Family House,Single Family,RESI,Void,New,U17
639,46890,0810-15-64-1274,910214,2/18/2009 0:00,Exemption from 20ft driveway approved by Assistant Planning Director due to off street parking being provided by 2 car garage; see attachment.,SFD; 3713 sfmi (  proposed); 2 street trees; 20ft driveway exemption; cluster subdivision - reduced setbacks. Survey required at foundation inspection.,205736,NEW,7,149000,7100,9800,8488,2852,Single Family House,Single Family,RESI,CO Issued,New,U17
640,46891,0810-15-64-2187,710295,12/6/2007 0:00,FOUNDATION SURVEY REQUIRED AT FOUNDATION INSPECTION,sfd;sfmi 3713(3319 proposed); 20ft driveway; 2 street trees; z.o.,205737,NEW,9,200000,66700,66700,9367,3145,Single Family House,Single Family,RESI,CO Issued,New,U17
641,46892,0810-15-64-2187,20104200,10/22/2020 0:00,"Uploaded 9/23/20  Sent by BOX MPC 10/22/2020
/Sent disapproval comments to willardwolf@gmail.com via LDO and sent complete deck building attachment with Appendix M and other applicable sections to same via my personal email account. AF 9-25-2020 /Se","SMPR - Demo of existing 9,6 x 18 deck. New deck dimensions will be 12,6 x 18. Two new deck landings and new stairs.",205737,R_DECK,0,15000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,U17
642,46893,0810-15-64-3296,1211780,6/19/2012 0:00, ,12ft X 18ft DECK,205739,R_DECK,0,4500,0,0,0,216,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,U17
643,46894,0810-15-64-3309,710296,12/6/2007 0:00, ,SFD;SFMI 3713(2821 Proposed); 20ft driveway; 2 street trees. z.o.,205741,NEW,9,200000,66700,66700,8991,2733,Single Family House,Single Family,RESI,CO Issued,New,U17
644,46895,0810-15-64-2339,1411263,5/20/2014 0:00, ,"Lot 9, Forrest Brook (cluster subdiv. withreduced setbacks); new screened porch & uncovered deck; 3,713 SF max. impervious surface  (2,554 proposed); min. rear yard setback proposed - need verification of rear setback before posts and roof installed.",205742,ADD,0,19400,600,0,8072,168,Single Family House,Single Family,RESI,CO Issued,Addition,U17
645,46896,0810-15-64-1368,1011162,4/30/2010 0:00, ,"LOT 10, FOREST BROOK; SFD; SFMI 3713  (2338 proposed); 20 foot long driveway; Three street trees. Note: cluster subdivision withreduced setbacks.",205743,NEW,8,184998,0,0,8290,2803,Single Family House,Single Family,RESI,CO Issued,New,U17
646,46897,0810-15-64-0384,1413494,11/20/2014 0:00,**** 10/23/20 - original cont # used has been deleted from LDO - new cont # added - sm ****                                                                                                                                           Owner contact - 919-260-,"LOT 11, FOREST BROOK CLUSTER; SFD; maximum impervious surface coverage allowed -3713 (proposed 3101); 2 street trees; 20ft driveway; cluster subdivision withreduced setbacks.",205744,NEW,7,326634,0,0,8561,4949,Single Family House,Single Family,RESI,CO Issued,New,U17
647,47370,0832-17-11-9324,1010934,4/9/2010 0:00,Footings and foundations to be included with addition footings and inspected by inspections department. Not located in locally enforced historic district. Plumbing signoff linked to addition permit for this project. - Mechanical sign-off for C.O. removed,"MOVING HOUSE FROM 804 JACKSON ST. TO 1412 N. ROXBORO ST. Minimum side setbacks; survey required at foundation inspection. No CO until letter verifying soil conditions on 804 Jackson Street, as per Roy Brockwell. Street trees required.",206519,MOVE,5,3000,0,0,6882,1291,Single Family House,Single Family,RESI,CO Issued,Moving,O21
648,47371,0832-17-11-9324,1010937,4/26/2010 0:00,NOTIFIED GC THAT A SMOKE ALARM FORM IS REQUIRED PRIOR TO PERMIT ISSUANCE. Not in locally enforced historic district.,ADDITION TO HOUSE ONCE IT IS MOVED - no impervious limits,206519,ADD,2,15950,3500,5000,6882,772,Single Family House,Single Family,RESI,CO Issued,Addition,O21
649,49227,0810-18-22-7451,912910,12/22/2009 0:00,"No response or activity, permit expired and voided 1/12/13",BASEMENT FIT-UP,208804,I_ALT,0,5000,1100,450,0,1200,Townhouse,Townhouse,MULTI_FAMILY,Void,Interior Alterations,U16
650,49228,0810-18-22-7451,1312951,10/7/2013 0:00,"As of the  re-review date, there are no conditions or stop work orders in the LDO. John Read.
Void, no response, JWR
",FINISH BASEMENT,208804,I_ALT,0,18750,3000,4000,0,0,Single Family House,Single Family,RESI,Void,Interior Alterations,U16
651,49229,0810-18-22-7451,16102126,6/24/2016 0:00,"1+ year no activity (elec)
Owner(s) on application are David and Sheila Wolf. 
See attached throughbolt nuts approval.",Deck. Townhouse.,208804,R_DECK,0,12900,900,0,3050,240,Single Family House,Single Family,RESI,Void,Residential - Decks,U16
652,49230,0810-18-22-7451,22101667,4/28/2022 0:00,"Permit docs sent via email 4-29-22 CRW 
As of 8 April, 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting  license number of the applicant",SMPR   bathroom and attic remodel,208804,I_ALT,0,37165,0,0,0,0,Single Family House,Single Family,RESI,Issued,Interior Alterations,U16
653,49253,0810-18-22-7301,913123,12/23/2009 0:00,Townhome. Conversion of BIS 0702644 to LDO. See attached for BIS Docs and history,Townhome. Conversion of BIS 0702644 to LDO,208822,NEW,6,0,0,0,0,2435,Townhouse,Townhouse,MULTI_FAMILY,CO Issued,New,U16
654,52370,0821-21-70-2354,1513322,11/6/2015 0:00,"This address has just been added and is missing some parcel and inspector information.  The owner listed on the application is Sun Space, Ltd. - GC picked up bldg permit 11/16/15.","SFD with decks,  sealed crawl, LOT3, No Impervious, Street Trees",211789,NEW,6,225000,8200,11000,18036,3190,Single Family House,Single Family,RESI,CO Issued,New,S19
655,53902,0832-17-00-8555,1110788,3/25/2011 0:00,(Note: see e-mail from Planning attached to jobsite drawings and LDO permit),RENOVATE EXISTING HOME (Note: see e-mail from Planning attached to jobsite drawings and LDO permit),213260,I_ALT,6,38000,3600,4700,0,1208,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
656,53903,0832-17-00-8555,1111862,6/21/2011 0:00,See final plat S1100093 in misc. file folder in 0832-17.  impact fee credit for previous house that burned down see permit 1110787. royb,New single family house (previous house burned to the ground; RE: permit # 1110787); 1 street tree; no impervious surface restrictions.,213260,NEW,6,80000,0,0,6795,1208,Single Family House,Single Family,RESI,CO Issued,New,O21
657,53904,0832-17-00-8555,1110787,3/25/2011 0:00,(Note: see e-mail from Planning attached to jobsite drawings and LDO permit) Also see linked final plat S1100093.,RENOVATE EXISTING HOME (Note: see e-mail from Planning attached to jobsite drawings and LDO permit),213260,I_ALT,6,38000,3600,4700,0,1208,Single Family House,Single Family,RESI,Void,Interior Alterations,O21
658,53905,0832-17-00-8555,18101614,4/20/2018 0:00,OWNER ON APPL. IS AIMEE UHRIG,SHED INSTALL 12 X 16; no impervious limits; no stream buffers visible on i-maps,213260,OT,0,4300,0,0,0,192,Accessory Structure,Single Family,RESI,Issued,Other,O21
659,54138,0821-08-87-5866,1113409,12/20/2011 0:00,"(bp picked up 12/21/11) Per Anthony Wood at Lee Street Const., the future address of this building is to be 107 E. Chapel Hill Street. See attached COA1100058 and COA1100087.",FIVE POINTS PROJECT - SHELL RENOVATION AND FIT-UP,213533,I_ALT,0,273343,58874,50463,0,3494,Non-Residential,Business,NON_RESI,CO Issued,Interior Alterations,Q21
660,54139,0821-08-87-5866,1113386,12/20/2011 0:00,"LInked to tracking permit # 1211519.   (BP PICKED UP 12/21/11)Applications 1113386-1113392 are together, each with its own set of plans, in bin 445.  Per Anthony Wood at Lee Street Const., the future address of this building is to be 101 E. Chapel Hill S",FIVE POINTS PROJECT - SHELL RENOVATION,213533,I_ALT,0,357892,65071,0,0,8818,Non-Residential,Mixed Use Residential,RESI,CO Issued,Interior Alterations,Q21
661,54140,0821-08-87-5866,1211519,6/5/2012 0:00,Tracking drawings to be filed under tracking permit number (permit drawings being revised already sent off for microfim). - Don Moore - GC picked up tracking permit 06/06/12.,TRACKING - RE:  1113386,213533,I_ALT,0,1,0,0,0,8818,Non-Residential,Mixed Use Residential,RESI,Void,Interior Alterations,Q21
