OBJECTID,TARGET_FID,id,permit_,permit_typ,review_typ,date_appli,time_appli,date_issue,time_issue,processing,street_num,street_dir,street_nam,suffix,work_descr,building_f,zoning_fee,other_fee_,subtotal_p,building_2,zoning_f_2,other_fe_2,subtotal_u,building_3,zoning_f_3,other_fe_3,subtotal_w,total_fee,community_,census_tra,ward,xcoordinat,ycoordinat,latitude,longitude,Name
477,149416,1744316,100148398,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/17/2006 0:00,00:00.0,12/21/2006 0:00,00:00.0,34,1223,S,ASHLAND,AVE,Interior alterations from a retail store to offices with reconfigured toilet rooms to conform to A.D.A. regulations. as per plans.,965,75,0,1040,0,0,0,0,0,0,0,0,1040,0,0,0,1165957.383,1894540.736,41.86620389,-87.66622857,55
478,150344,1751548,100149869,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11/20/2006 0:00,00:00.0,11/20/2006 0:00,00:00.0,0,1632,N,WINCHESTER,AVE,"REPAIR DRYWALL: PATCH AND PLATER, ALL WORK SAME AS EXISTIING, SAME LOCATION. NO ELECTRICAL WORK. WORK TO BE DONE TO GARDEN APT.",110,50,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1163055.74,1911024.821,41.91149894,-87.67641746,324
479,150687,1752722,100150408,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,11/24/2006 0:00,00:00.0,11/24/2006 0:00,00:00.0,0,1617,N,WOLCOTT,AVE,INSTALL ONE PRIVATE RESIDENCE ELEVATOR AS PER PLANS (SINGLE FAMILY USE ONLY),165,0,0,165,0,0,0,0,0,0,0,0,165,0,0,0,1163472.758,1910871.464,41.91106934,-87.67488979,324
480,150847,1753137,100150633,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,11/27/2006 0:00,00:00.0,11/27/2006 0:00,00:00.0,0,2249,W,TAYLOR,ST,REPLACE EXISTING TWO STORY WOOD FRAME PORCH PER PROTOTYPE 2B PLANS TO CORRECT VIOLATIONS.,160,50,0,210,0,0,0,0,0,0,0,0,210,0,0,0,1161327.502,1895490.92,41.86890876,-87.68319883,260/275
481,151045,1753766,100150938,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,11/28/2006 0:00,00:00.0,11/29/2006 0:00,00:00.0,1,4353,W,31ST,ST,"600A SINGLE METER,3-PHASE SERVICE UPGRADE.PLAN# 21049",75,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,1147638.86,1883642.184,41.8366678,-87.73375722,49
482,151275,1754520,100151348,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/30/2006 0:00,00:00.0,11/30/2006 0:00,00:00.0,0,1843,W,NORTH,AVE,"REVISION TO PERMIT #100102277 TO CHANGE THE ELECTRICAL CONTRACTOR, SCOPE OF THE WORK TO REMAIN THE SAME.",50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1163640.677,1910637.909,41.91042491,-87.67427951,324
483,151317,1754632,100151405,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11/30/2006 0:00,00:00.0,11/30/2006 0:00,00:00.0,0,2709,S,CHRISTIANA,AVE,erect frame garage 22 x 22 x 15 fire proof steel studs 2 layers of gyp boards. alley drive roof vents,194,75,0,269,0,0,0,0,0,0,0,0,269,0,0,0,1154510.168,1885753.184,41.84232626,-87.70848715,157
484,152326,1758442,100153031,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/12/2006 0:00,00:00.0,12/12/2006 0:00,00:00.0,0,1617,N,WINCHESTER,AVE,REPAIRS TO PORCH SYSTEMS ON BOTH THE FRONT AND REAR BUILDINGS PER STRUCTURAL REPORT ACCEPTED AND APPROVED BY DOB. ALL WORK SAME AS EXISTING,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1163140.089,1910862.269,41.91105111,-87.67611216,324
485,152567,1759304,100153379,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,12/13/2006 0:00,00:00.0,12/13/2006 0:00,00:00.0,0,3333,W,26TH,ST,INSTALL BACK-UP GENERATOR TO SUPPLY REQ.LOADS AND NON-REQ.LOADS AS PER PLAN# 20945,100,0,75,175,0,0,0,0,0,0,0,0,175,0,0,0,1154433.984,1886492.397,41.84435627,-87.70874699,157
486,152909,1760307,100153889,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/15/2006 0:00,00:00.0,5/30/2007 0:00,00:00.0,166,4353,W,31ST,ST,Site improvements to an existing carwash per plans.,1387.5,75,0,1462.5,0,0,0,0,0,0,0,0,1462.5,0,0,0,1147638.86,1883642.184,41.8366678,-87.73375722,49
487,153261,1761524,100154563,PERMIT - SIGNS,SIGN PERMIT,12/19/2006 0:00,00:00.0,3/22/2007 0:00,00:00.0,93,3101,S,KOSTNER,AVE,DUCKYftS POLE SIGN IN PARKING LOT,237,0,0,237,0,0,0,0,0,0,0,0,237,0,0,0,1147593.097,1883675.189,41.83675925,-87.7339243,49
488,153310,1761722,100154636,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/21/2006 0:00,00:00.0,12/21/2006 0:00,00:00.0,0,5715,W,HURON,ST,correct violations as per Hansen notice 93185 misc repairs,40,0,50,90,0,0,0,0,0,0,0,0,90,0,0,0,1138026.654,1904024.651,41.89277884,-87.76853667,268
489,153488,1762403,100154887,PERMIT - NEW CONSTRUCTION,SELF CERT,1/5/2007 0:00,00:00.0,1/12/2007 0:00,00:00.0,7,2422,W,VAN BUREN,ST,Erect a new 3 story with basement precat concrete 3B building with 4 residential units.  2422 - 2424 W Van Buren.,3693.2,150,2504,6347.2,0,0,0,0,0,0,0,0,6347.2,0,0,0,1160229.629,1898132.252,41.87617957,-87.68715639,128
490,153786,1763511,100155374,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/29/2006 0:00,00:00.0,1/12/2007 0:00,00:00.0,14,1910,W,NORTH,AVE,install retail storefront to existing three-story building,472.5,75,0,547.5,0,0,0,0,0,0,0,0,547.5,0,0,0,1163305.977,1910708.747,41.91062634,-87.67550707,324
491,154183,1764842,100156049,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,1/2/2007 0:00,00:00.0,1/5/2007 0:00,00:00.0,3,3256,W,POLK,ST,REVISION TO PERMIT #100095563 FOR TWO OPEN PORCHES.,85,75,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1154548.431,1896219.29,41.87104567,-87.70806704,244
492,154845,1767007,100157004,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/9/2007 0:00,00:00.0,1/9/2007 0:00,00:00.0,0,1737,N,LINDER,AVE,Basement deconversion to inactive storage & enclose mechanical room per architectfts plans (repair lintels & masonry walls per violations),99.9,50,0,149.9,0,0,0,0,0,0,0,0,149.9,0,0,0,1139498.369,1911166.614,41.91235052,-87.76295716,16
493,155226,1768274,100157546,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/16/2007 0:00,00:00.0,1/17/2007 0:00,00:00.0,1,1445,W,HURON,ST,Install new picture window,85,75,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1166467.965,1904745.013,41.89419432,-87.66406206,292
494,155548,1769114,100158077,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/25/2007 0:00,00:00.0,11/24/2008 0:00,00:00.0,669,1353,S,ASHLAND,AVE,ERECT NEW ENCLOSED 29ft-2inX 17ft-10in PORCH PER ARCHITECTURAL PLANS,125,50,175,350,0,0,0,0,0,0,0,0,350,28,2839,2,1165985.198,1893556.689,41.86350299,-87.66615454,55
495,156021,1770891,100158997,PERMIT - SIGNS,SIGN PERMIT,1/22/2007 0:00,00:00.0,8/9/2007 0:00,00:00.0,199,2234,W,TAYLOR,ST,Southeast corner of building.  Switch is part of UL sign.,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,0,1161494.929,1895575.55,41.86913751,-87.68258181,260/275
496,156197,1771417,100159284,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/23/2007 0:00,00:00.0,1/27/2007 0:00,00:00.0,4,1859,W,WABANSIA,AVE,ISTALL 25 OPENINGS FOR PHONE AND 17 OPENINGS FOR AUDIO.,80,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,1163437.75,1911296.711,41.91223698,-87.67500641,324
497,156444,1772251,100159719,PERMIT - SIGNS,SIGN PERMIT,1/25/2007 0:00,00:00.0,3/29/2007 0:00,00:00.0,63,1909,W,NORTH,AVE,One new awning for TK Menswear.,72,0,0,72,0,0,0,0,0,0,0,0,72,0,0,0,1163331.197,1910629.381,41.91040803,-87.67541666,324
498,156765,1773391,100160235,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/1/2007 0:00,00:00.0,3/20/2007 0:00,00:00.0,47,2231,W,TAYLOR,ST,DECONVERSION FROM 6 DU TO 4 DU PER VIOLATION,195,75,0,270,0,0,0,0,0,0,0,0,270,0,0,0,1161520.086,1895496.197,41.86891923,-87.68249166,260/275
499,156834,1773608,100160343,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/29/2007 0:00,00:00.0,1/31/2007 0:00,00:00.0,2,1811,N,LUNA,AVE,wire garage,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1139152.189,1911552.262,41.91341509,-87.76421955,16
500,157661,1776380,100161651,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/6/2007 0:00,00:00.0,2/6/2007 0:00,00:00.0,0,5830,W,ERIE,ST,REPAIR AND REPLACE ROOF SHINGLES. WORK SAME AS EXISTING.,85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1137273.117,1903746.366,41.89202877,-87.77131085,268
501,158356,1778910,100162899,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/14/2007 0:00,00:00.0,2/14/2007 0:00,00:00.0,0,1371,W,CHICAGO,AVE,"TUCKPOINT 575 SQUARE FEET OF EXISTING FACADE. NO GRINDING, NO CHEMICAL CLEANING. ALL WORK SAME AS EXISTING.",85,50,0,135,0,0,0,0,0,0,0,0,135,0,0,0,1166973.116,1905422.895,41.89604365,-87.66218733,292
502,159213,1781502,100164179,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/22/2007 0:00,00:00.0,3/9/2007 0:00,00:00.0,15,1859,W,WABANSIA,AVE,INSTALL LOW VOLTAGE ALARM SYSTEM,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1163437.75,1911296.711,41.91223698,-87.67500641,324
503,159243,1781618,100164225,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/22/2007 0:00,00:00.0,2/22/2007 0:00,00:00.0,0,2800,S,KOLIN,AVE,REPLACE 1 FURNACE,65,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,1147806.146,1884990.885,41.84036561,-87.73310879,49
504,159293,1781740,100164307,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/23/2007 0:00,00:00.0,7/7/2007 0:00,00:00.0,134,1617,N,WOLCOTT,AVE,"WITO ELECTRICAL ENGINEERING IS A NEW ELECTRICAL CONTRACTOR ON THE JOB, OLD ONE IS OUT",40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1163472.758,1910871.464,41.91106934,-87.67488979,324
505,159366,1781968,100164434,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,2/23/2007 0:00,00:00.0,5/11/2007 0:00,00:00.0,77,1710,N,WOLCOTT,AVE,WRECK AND REMOVE A MASONRY GARAGE,110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,0,1163376.458,1911464.502,41.9126987,-87.67522685,324
506,159373,1781980,100164442,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/23/2007 0:00,00:00.0,3/7/2007 0:00,00:00.0,12,1010,N,KEDZIE,AVE,"erect ironn fence 6 ht by 30 long rear back west side, post set in concrete",45,75,0,120,0,0,0,0,0,0,0,0,120,0,0,0,1154809.067,1906605.878,41.89954228,-87.70683175,281
507,160049,1784677,100165614,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3/2/2007 0:00,00:00.0,3/2/2007 0:00,00:00.0,0,931,S,BELL,AVE,REMOVEREPLACE CERAMIC TILES AND CHANGE BATHROOM FIXTURES.  ALL WORK SAME AS EXISTING.,140,50,0,190,0,0,0,0,0,0,0,0,190,0,0,0,1161571.42,1895698.752,41.86947399,-87.68229756,260/275
508,160053,1784691,100165621,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/2/2007 0:00,00:00.0,7/7/2007 0:00,00:00.0,127,2800,S,KOLIN,AVE,FURNACE REPLACEMENT-CONNECT NEW FURNACE TO EXISTING CIRCUIT,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1147806.146,1884990.885,41.84036561,-87.73310879,49
509,160219,1785127,100165903,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/16/2007 0:00,00:00.0,7/7/2007 0:00,00:00.0,113,2223,W,POLK,ST,INSTALLATION OF A LOW VOLTAGE SECURITY SYSTEM.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1161575.964,1896356.081,41.87127767,-87.68226258,260/275
510,160569,1786294,100166415,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,3/8/2007 0:00,00:00.0,5/11/2007 0:00,00:00.0,64,1712,N,WOLCOTT,AVE,WRECK AND REMOVE AN EXISTING 3 FLAT,110,0,0,110,0,0,0,0,0,0,0,0,110,0,0,0,1163376.005,1911483.884,41.9127519,-87.67522797,324
511,161016,1787781,100167106,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,3/13/2007 0:00,00:00.0,3/13/2007 0:00,00:00.0,0,1371,W,CHICAGO,AVE,"ALL WORK SUBJECT TO FIELD INSPECTION : REMOVE 250 LINEAR FEET OF LATHE AND PLASTER AND REPLACE WITH 5/8in UL GYP BD, WITH ASSOCIATED ELECTRICAL WORK. ALL WORK SAME AS EXISTING.",125,75,200,400,0,0,0,0,0,0,0,0,400,0,0,0,1166973.116,1905422.895,41.89604365,-87.66218733,292
512,161465,1788994,100167811,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/16/2007 0:00,00:00.0,7/7/2007 0:00,00:00.0,113,1223,S,ASHLAND,AVE,INSTALLATION OF A LOW VOLTAGE SECURITY SYSTEM.,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1165957.383,1894540.736,41.86620389,-87.66622857,55
513,161761,1789758,100168303,PERMIT - SIGNS,SIGN PERMIT,5/1/2007 0:00,00:00.0,5/14/2007 0:00,00:00.0,13,800,N,KEDZIE,AVE,WEST ELEVATION - SET OF ILLUMINATED LED CHANNEL LETTERS MOUNTED ON A RACEWAY - READING: AMERICAftS BEST,85,75,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1154853.936,1905175.142,41.89561531,-87.70670533,281
514,161776,1789805,100168325,PERMIT - SIGNS,SIGN PERMIT,5/1/2007 0:00,00:00.0,5/14/2007 0:00,00:00.0,13,800,N,KEDZIE,AVE,WEST ELEVATION - SET OF ILLUMINATED LED CHANNEL LETTERS AT LEAST 12in FROM OTHER SIGNAGE - READING: CONTACTS & EYEGLASSES,52.5,75,0,127.5,0,0,0,0,0,0,0,0,127.5,0,0,0,1154853.936,1905175.142,41.89561531,-87.70670533,281
515,161859,1790144,100168459,PERMIT - RENOVATION/ALTERATION,TRADITIONAL DEVELOPER SERVICES,3/20/2007 0:00,00:00.0,3/23/2007 0:00,00:00.0,3,1310,S,ASHLAND,AVE,"REMOVAL AND REPLACEMENT OF ROOFING, REPAIR DAMAGED WINDOWS AND MISCELLANEOUS INTEIROR REPAIR AND DOOR REPLACEMENT",0,0,0,0,0,0,0,0,6650,75,0,6725,6725,0,0,0,1165892.869,1893999.307,41.86471954,-87.66648084,55
516,161906,1790273,100168524,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,3/21/2007 0:00,00:00.0,3/21/2007 0:00,00:00.0,0,1843,W,NORTH,AVE,INSTALL ONE HYDRAULIC PASSENGER ELEVATOR AS PER PLANS,270,0,0,270,0,0,0,0,0,0,0,0,270,0,0,0,1163640.677,1910637.909,41.91042491,-87.67427951,324
517,162077,1790787,100168773,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/22/2007 0:00,00:00.0,3/22/2007 0:00,00:00.0,0,3012,S,KOLIN,AVE,"200 AMPS ELECTRICAL SERVICE, THREE METERS",50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1147830.487,1884197.317,41.83818749,-87.73303982,49
518,163460,1794743,100170888,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/2/2007 0:00,00:00.0,4/2/2007 0:00,00:00.0,0,3244,W,AUGUSTA,BLVD,"ERECT WOODEN FENCE 6 HT BY 100 LONG, POSTS SET IN CONCRETE",45,75,0,120,0,0,0,0,0,0,0,0,120,0,0,0,1154379.963,1906507.911,41.89928204,-87.70841047,281
519,163858,1795872,100171409,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,4/4/2007 0:00,00:00.0,4/11/2007 0:00,00:00.0,7,1835,W,NORTH,AVE,REBUILD EXISTING OPEN PORCH AS PER PLANS.,110,50,0,160,0,0,0,0,0,0,0,0,160,0,0,0,1163732.619,1910640.335,41.91042963,-87.67394168,324
520,164080,1796442,100171744,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,4/10/2007 0:00,00:00.0,10/12/2007 0:00,00:00.0,185,909,S,OAKLEY,BLVD,"NEW MASONRY 2 UNIT 2 STORY APARTMENT BUILDING WITH BASEMENT, AS PER PLANS NO GARAGE",1529,75,940,2544,0,0,150,150,0,0,0,0,2694,0,0,0,1161233.695,1895870.086,41.86995117,-87.68353268,260/275
521,164234,1796917,100172009,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,4/10/2007 0:00,00:00.0,6/22/2007 0:00,00:00.0,73,1712,N,WOLCOTT,AVE,Erect new 3 story masonry single family residence with partially below grade attached masonry garage per plans,3191.04,75,0,3266.04,0,0,0,0,0,0,0,0,3266.04,0,0,0,1163376.005,1911483.884,41.9127519,-87.67522797,324
522,164246,1796938,100172025,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/9/2007 0:00,00:00.0,8/13/2007 0:00,00:00.0,126,924,S,BELL,AVE,"REAR THREE STORY MASONRY ADDTION, THIRD FLOOR MASONRY ADDTION AND  INTERIOR ALTERATIONS AS PER OWNERftS PLANS - INCLUDING ELECTRICAL, PLUMBING AND HVAC WORKREAR OPEN WOOD STAIRS AS PER ARCHITECTftS PLANSPERMIT ALSO INCLUDES A 18ft-7in X 20ft-7in MASONRY GARAGE",2465,75,0,2540,0,0,0,0,0,0,0,0,2540,0,0,0,1161489.915,1895752.666,41.86962364,-87.68259529,260/275
523,164892,1799022,100172982,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/13/2007 0:00,00:00.0,4/13/2007 0:00,00:00.0,0,5800,W,HURON,ST,"INSTALL 1 PUBLIC METER, AND 4 CKTS ONLY.CORRECT LOCATION OF JOB IS AT 5806 W.HURON",80,0,0,80,0,0,0,0,0,0,0,0,80,0,0,0,1137578.564,1904094.904,41.8929797,-87.77018066,268
524,165540,1800915,100173956,PERMIT - RENOVATION/ALTERATION,TRADITIONAL DEVELOPER SERVICES,4/19/2007 0:00,00:00.0,4/19/2007 0:00,00:00.0,0,1454,W,SUPERIOR,ST,"CHARTER SCHOOL RENOVATION OF EXISTING SCHOOL BUILDING INCLUDING NEW ELEVATOR AND STAIR TOWER, NEW MEP SYSTEMS INCLUDING SPRINKLER, INTERIOR ROOM RECONFIGURATIONS, ROOF AND WINDOW REPLACEMENT, MASONRY REPAIRS, NEW SCIENCE LABS - CONDITIONAL FOR DRIVEWAYS",0,0,0,0,0,0,0,0,71213,75,0,71288,71288,0,0,0,1166346.052,1905150.424,41.89530941,-87.6644982,292
525,165677,1801331,100174160,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/20/2007 0:00,00:00.0,4/30/2007 0:00,00:00.0,10,1644,N,HONORE,ST,"TUCKPOINTING - NO STRUCTURAL WORK,",262.5,75,0,337.5,0,0,0,0,0,0,0,0,337.5,0,0,0,1163717.035,1911166.975,41.91187509,-87.67398406,324
526,166139,1802570,100174830,PERMIT - SIGNS,SIGN PERMIT,6/20/2007 0:00,00:00.0,4/9/2008 0:00,00:00.0,294,3221,W,26TH,ST,WU D.F. ILLUM SIGN,190,75,0,265,0,0,0,0,0,0,0,0,265,30,3015,22,1155241.776,1886513.355,41.84439762,-87.70578196,157
527,166605,1803710,100175516,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/28/2007 0:00,00:00.0,4/28/2007 0:00,00:00.0,0,1010,S,OAKLEY,BLVD,INSTALLATION OF A 200 AMP SERVICE WITH 4 METERS,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,1161166.15,1895406.396,41.86868017,-87.68379354,260/275
528,166687,1803865,100175657,PERMIT - ELECTRIC WIRING,ELECTRICAL PLAN REVIEW,4/30/2007 0:00,00:00.0,4/30/2007 0:00,00:00.0,0,2700,S,SPAULDING,AVE,"400A SERVICE UPGRADE.5-APARTMENTS,1-PUBLIC USE.PLAN# 21024",65,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,1154760.234,1885841.948,41.84256484,-87.7075671,157
529,166786,1804224,100175869,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/30/2007 0:00,00:00.0,5/14/2007 0:00,00:00.0,14,2638,S,CHRISTIANA,AVE,LOW VOLTAGE ALARM,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,1154420.814,1886106.258,41.84329692,-87.70880563,157
530,167368,1805572,100176616,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/3/2007 0:00,00:00.0,5/3/2007 0:00,00:00.0,0,3437,W,POLK,ST,"FENCES:49FT 0IN X 6FT 0IN ,",45,75,0,120,0,0,0,0,0,0,0,0,120,0,0,0,1153431.481,1896114.073,41.8707792,-87.71217058,244
531,167369,1805573,100176617,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/3/2007 0:00,00:00.0,5/3/2007 0:00,00:00.0,0,3435,W,POLK,ST,"FENCES:49FT 0IN X 6FT 0IN ,",45,75,0,120,0,0,0,0,0,0,0,0,120,0,0,0,1153452.087,1896114.562,41.87078013,-87.71209492,244
532,167413,1805746,100176699,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/4/2007 0:00,00:00.0,5/7/2007 0:00,00:00.0,3,3514,W,EVERGREEN,AVE,ERECT FRAME GARAGE 20ft X 22ft X 15ft. ALLEY ACCESS WITH 2 SQ FT ROOF VENTS.,194,50,0,244,0,0,0,0,0,0,0,0,244,0,0,0,1152606.746,1908796.199,41.90559658,-87.71486291,306
533,167625,1806333,100177019,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,5/7/2007 0:00,00:00.0,5/18/2007 0:00,00:00.0,11,1748,W,NORTH,AVE,WRECK AND REMOVE TWO STORY BRICK AND STEEL BUILDING.,202,0,0,202,0,0,0,0,0,0,0,0,202,0,0,0,1164247.397,1910734.867,41.91067815,-87.67204791,324
534,168456,1808934,100178277,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/14/2007 0:00,00:00.0,5/14/2007 0:00,00:00.0,0,3510,W,EVERGREEN,AVE,REVISION TO PERMIT #100176699 TO CORRECT THE ADDRESS FROM 3514 W. EVERGREEN TO 3510 W. EVERGREEN.,0,0,0,0,0,0,0,0,85,50,0,135,135,0,0,0,1152648.057,1908796.995,41.90559795,-87.71471114,306
535,168658,1809437,100178530,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/16/2007 0:00,00:00.0,5/23/2007 0:00,00:00.0,7,1371,W,CHICAGO,AVE,"Removal of interior non load bearing partitions, per city violations and new store front.",130,75,205,410,0,0,0,0,0,0,0,0,410,0,0,0,1166973.116,1905422.895,41.89604365,-87.66218733,292
536,168945,1810111,100178921,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/23/2007 0:00,00:00.0,5/23/2007 0:00,00:00.0,0,800,N,KEDZIE,AVE,Interior alterations to tenant space on the 1st floor as per plans.,2102,75,0,2177,0,0,0,0,0,0,0,0,2177,0,0,0,1154853.936,1905175.142,41.89561531,-87.70670533,281
537,169580,1811693,100179836,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/22/2007 0:00,00:00.0,5/22/2007 0:00,00:00.0,0,4810,W,JACKSON,BLVD,"REPAIRS DUE FIRE DAMAGE : REPAIR / REPLACE 5/8in DRYWALL, NEW WINDOWS, DOORS, FLOORING AND ELECTRICAL REPAIRS .NO PLUMBING. ALL WORK SAME AS EXISTING.",360,50,0,410,0,0,0,0,0,0,0,0,410,0,0,0,1144306.898,1898275.649,41.87688714,-87.7456161,57
538,169784,1812167,100180114,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/23/2007 0:00,00:00.0,5/23/2007 0:00,00:00.0,0,1450,W,HURON,ST,"REPLACE FRONT CONCRETE STEPS, ALL WORK SAME AS EXISTIING, SAME LOCATION.",99.9,50,0,149.9,0,0,0,0,0,0,0,0,149.9,0,0,0,1166399.54,1904823.306,41.89441063,-87.66431112,292
539,169837,1812280,100180184,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/23/2007 0:00,00:00.0,5/23/2007 0:00,00:00.0,0,2300,W,TAYLOR,ST,REMOVE / REPLACE ONE FURNACE TO EXISTING DUCT SYSTEMS. ALL WORK SUBJECT TO FIELD INSPECTION.,130,0,0,130,0,0,0,0,0,0,0,0,130,0,0,0,1161185.621,1895567.051,41.86912061,-87.68371759,260/275
540,169845,1812290,100180192,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/23/2007 0:00,00:00.0,5/23/2007 0:00,00:00.0,0,2300,W,TAYLOR,ST,"REPLACE ONE-2TON TRANE UNIT LOCATED AT GRADE,AIR-COOLED,REMOTE,4lbs. OF R-22",30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,1161185.621,1895567.051,41.86912061,-87.68371759,260/275
541,170120,1812873,100180585,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/25/2007 0:00,00:00.0,5/25/2007 0:00,00:00.0,0,1453,W,HURON,ST,ERECT A 7ft X 12ft10in X 9ft6in DETACHED FRAME SHED. NO ELECTRICAL,35,50,0,85,0,0,0,0,0,0,0,0,85,0,0,0,1166379.748,1904742.702,41.89418987,-87.66438612,292
542,170155,1812926,100180629,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/25/2007 0:00,00:00.0,5/25/2007 0:00,00:00.0,0,2300,W,TAYLOR,ST,ERECT 60 LINEAR FEET OF 5ft6in HIGH WOOD AND WROUGHT IRON FENCE,45,75,0,120,0,0,0,0,0,0,0,0,120,0,0,0,1161185.621,1895567.051,41.86912061,-87.68371759,260/275
543,170472,1813586,100181050,PERMIT - PORCH CONSTRUCTION,STANDARD PLAN REVIEW,5/30/2007 0:00,00:00.0,5/30/2007 0:00,00:00.0,0,2222,W,TAYLOR,ST,REMOVE AND REPLACE EXISTING OPEN WOOD PORCH AND STAIRS AS PER PLANS.,187.5,75,0,262.5,0,0,0,0,0,0,0,0,262.5,0,0,0,1161583.491,1895577.929,41.86914219,-87.68225661,260/275
